study,treatment,wave,ssm
1,No Contact,5,1
1,No Contact,4,3
1,No Contact,6,2
1,No Contact,5,2
1,No Contact,3,2
1,No Contact,7,3
1,No Contact,1,2
1,No Contact,2,3
1,No Contact,5,4
1,No Contact,7,5
1,No Contact,3,5
1,No Contact,4,5
1,No Contact,6,5
1,No Contact,1,5
1,No Contact,4,4
1,No Contact,6,5
1,No Contact,5,5
1,No Contact,3,5
1,No Contact,7,5
1,No Contact,2,4
1,No Contact,1,5
1,No Contact,6,2
1,No Contact,7,3
1,No Contact,3,1
1,No Contact,2,3
1,No Contact,5,2
1,No Contact,1,2
1,No Contact,4,2
1,No Contact,6,5
1,No Contact,4,4
1,No Contact,5,5
1,No Contact,2,4
1,No Contact,1,4
1,No Contact,3,4
1,No Contact,3,5
1,No Contact,2,5
1,No Contact,6,5
1,No Contact,4,4
1,No Contact,5,5
1,No Contact,1,5
1,No Contact,3,5
1,No Contact,5,5
1,No Contact,6,5
1,No Contact,4,5
1,No Contact,2,5
1,No Contact,1,5
1,No Contact,7,5
1,No Contact,5,3
1,No Contact,4,2
1,No Contact,6,1
1,No Contact,2,1
1,No Contact,1,1
2,No Contact,1,2
2,No Contact,4,2
2,No Contact,3,2
2,No Contact,2,2
2,No Contact,7,2
1,No Contact,2,1
1,No Contact,1,1
1,No Contact,5,1
1,No Contact,7,1
1,No Contact,3,2
1,No Contact,6,1
1,No Contact,4,1
1,No Contact,1,3
1,No Contact,5,1
1,No Contact,2,3
1,No Contact,6,3
1,No Contact,4,3
1,Recycling Script by Straight Canvasser,7,3
1,Recycling Script by Straight Canvasser,6,3
1,Recycling Script by Straight Canvasser,1,3
1,Recycling Script by Straight Canvasser,2,3
1,Recycling Script by Straight Canvasser,5,3
1,Recycling Script by Straight Canvasser,3,3
1,No Contact,7,3
1,No Contact,1,3
1,No Contact,6,3
1,No Contact,3,3
1,No Contact,4,4
1,No Contact,3,2
1,No Contact,4,1
1,No Contact,1,1
1,No Contact,5,1
1,No Contact,2,1
1,No Contact,6,1
1,No Contact,2,5
1,No Contact,5,4
1,No Contact,4,5
1,No Contact,7,5
1,No Contact,3,5
1,No Contact,6,5
1,No Contact,1,5
1,No Contact,7,4
1,No Contact,6,4
1,No Contact,1,4
1,No Contact,3,3
1,No Contact,2,4
1,No Contact,5,4
1,Recycling Script by Straight Canvasser,5,2
1,Recycling Script by Straight Canvasser,4,2
1,Recycling Script by Straight Canvasser,7,1
1,Recycling Script by Straight Canvasser,1,1
1,Recycling Script by Straight Canvasser,6,1
1,Recycling Script by Straight Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,7,4
1,Same-Sex Marriage Script by Gay Canvasser,5,2
1,Same-Sex Marriage Script by Gay Canvasser,6,2
1,Same-Sex Marriage Script by Gay Canvasser,2,1
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,2,1
1,Same-Sex Marriage Script by Straight Canvasser,4,1
1,Same-Sex Marriage Script by Straight Canvasser,4,1
1,Same-Sex Marriage Script by Straight Canvasser,2,1
1,Same-Sex Marriage Script by Straight Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,3,1
1,Same-Sex Marriage Script by Straight Canvasser,7,4
1,Same-Sex Marriage Script by Straight Canvasser,5,1
1,Same-Sex Marriage Script by Gay Canvasser,2,1
1,Same-Sex Marriage Script by Gay Canvasser,5,1
1,Same-Sex Marriage Script by Gay Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Gay Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,5,1
1,Same-Sex Marriage Script by Straight Canvasser,3,1
1,Same-Sex Marriage Script by Straight Canvasser,7,1
1,Same-Sex Marriage Script by Straight Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,7,1
1,Same-Sex Marriage Script by Straight Canvasser,2,1
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,6,2
1,Same-Sex Marriage Script by Straight Canvasser,3,1
1,Same-Sex Marriage Script by Straight Canvasser,5,1
1,Same-Sex Marriage Script by Straight Canvasser,4,1
1,Same-Sex Marriage Script by Straight Canvasser,2,5
1,Same-Sex Marriage Script by Straight Canvasser,3,5
1,Same-Sex Marriage Script by Straight Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,1,5
1,Same-Sex Marriage Script by Straight Canvasser,5,5
1,Same-Sex Marriage Script by Straight Canvasser,7,5
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Recycling Script by Straight Canvasser,3,5
1,Recycling Script by Straight Canvasser,1,5
1,Recycling Script by Straight Canvasser,7,3
1,Recycling Script by Straight Canvasser,6,5
1,Recycling Script by Straight Canvasser,5,4
1,Recycling Script by Straight Canvasser,2,5
1,Recycling Script by Straight Canvasser,4,5
2,Same-Sex Marriage Script by Gay Canvasser,3,4
2,Same-Sex Marriage Script by Gay Canvasser,1,5
2,Same-Sex Marriage Script by Gay Canvasser,2,5
1,Same-Sex Marriage Script by Straight Canvasser,7,1
1,Same-Sex Marriage Script by Straight Canvasser,2,1
1,Same-Sex Marriage Script by Straight Canvasser,5,2
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,4,1
1,Same-Sex Marriage Script by Straight Canvasser,6,2
1,Same-Sex Marriage Script by Straight Canvasser,3,1
1,No Contact,3,4
1,No Contact,2,5
1,No Contact,5,5
1,No Contact,4,4
1,No Contact,1,5
1,No Contact,6,5
2,No Contact,2,4
2,No Contact,3,5
2,No Contact,4,4
2,No Contact,1,4
1,No Contact,5,1
1,No Contact,2,1
1,No Contact,1,1
1,No Contact,6,1
1,No Contact,7,1
1,No Contact,4,2
1,Same-Sex Marriage Script by Straight Canvasser,5,3
1,Same-Sex Marriage Script by Straight Canvasser,1,3
1,Same-Sex Marriage Script by Straight Canvasser,7,2
1,Same-Sex Marriage Script by Straight Canvasser,4,3
1,Same-Sex Marriage Script by Straight Canvasser,6,3
1,Same-Sex Marriage Script by Straight Canvasser,2,4
1,Same-Sex Marriage Script by Straight Canvasser,3,3
1,Same-Sex Marriage Script by Straight Canvasser,5,5
1,Same-Sex Marriage Script by Straight Canvasser,3,5
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Same-Sex Marriage Script by Straight Canvasser,7,5
1,Same-Sex Marriage Script by Straight Canvasser,2,5
1,Same-Sex Marriage Script by Straight Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,1,5
1,No Contact,5,2
1,No Contact,6,1
1,No Contact,1,1
1,No Contact,2,1
1,No Contact,4,1
1,No Contact,3,1
1,No Contact,7,1
1,Same-Sex Marriage Script by Straight Canvasser,3,5
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Same-Sex Marriage Script by Straight Canvasser,2,5
1,Same-Sex Marriage Script by Straight Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,5,5
1,Same-Sex Marriage Script by Straight Canvasser,1,5
2,Same-Sex Marriage Script by Gay Canvasser,4,2
2,Same-Sex Marriage Script by Gay Canvasser,1,1
2,Same-Sex Marriage Script by Gay Canvasser,7,4
2,Same-Sex Marriage Script by Gay Canvasser,2,1
2,Same-Sex Marriage Script by Gay Canvasser,4,1
2,Same-Sex Marriage Script by Gay Canvasser,1,2
2,Same-Sex Marriage Script by Gay Canvasser,2,3
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Gay Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,4,1
1,Same-Sex Marriage Script by Gay Canvasser,6,1
1,No Contact,3,5
1,No Contact,6,4
1,No Contact,2,4
1,No Contact,4,4
1,No Contact,5,3
1,No Contact,1,4
1,No Contact,7,4
1,No Contact,1,5
1,No Contact,7,5
1,No Contact,2,5
1,No Contact,6,5
1,No Contact,5,5
1,No Contact,3,5
1,No Contact,2,4
1,No Contact,4,4
1,No Contact,7,4
1,No Contact,6,4
1,No Contact,3,4
1,No Contact,1,4
1,No Contact,7,5
1,No Contact,6,4
1,No Contact,3,4
1,No Contact,2,4
1,No Contact,4,4
1,No Contact,1,4
1,No Contact,5,1
1,No Contact,3,1
1,No Contact,6,2
1,No Contact,7,1
1,No Contact,1,1
1,No Contact,2,1
1,Same-Sex Marriage Script by Gay Canvasser,3,2
1,Same-Sex Marriage Script by Gay Canvasser,4,2
1,Same-Sex Marriage Script by Gay Canvasser,5,2
1,Same-Sex Marriage Script by Gay Canvasser,1,2
1,Same-Sex Marriage Script by Gay Canvasser,7,3
1,Same-Sex Marriage Script by Gay Canvasser,2,2
1,Same-Sex Marriage Script by Gay Canvasser,6,2
1,Same-Sex Marriage Script by Straight Canvasser,7,3
1,Same-Sex Marriage Script by Straight Canvasser,2,5
1,Same-Sex Marriage Script by Straight Canvasser,3,5
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Same-Sex Marriage Script by Straight Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,1,5
1,Same-Sex Marriage Script by Gay Canvasser,6,2
1,Same-Sex Marriage Script by Gay Canvasser,5,2
1,Same-Sex Marriage Script by Gay Canvasser,3,2
1,Same-Sex Marriage Script by Gay Canvasser,1,2
1,Same-Sex Marriage Script by Gay Canvasser,4,2
1,Same-Sex Marriage Script by Gay Canvasser,7,2
1,Recycling Script by Gay Canvasser,3,4
1,Recycling Script by Gay Canvasser,6,4
1,Recycling Script by Gay Canvasser,7,4
1,Recycling Script by Gay Canvasser,4,5
1,Recycling Script by Gay Canvasser,2,4
1,Recycling Script by Gay Canvasser,1,4
2,Same-Sex Marriage Script by Gay Canvasser,1,5
2,Same-Sex Marriage Script by Gay Canvasser,3,5
2,Same-Sex Marriage Script by Gay Canvasser,7,5
2,Same-Sex Marriage Script by Gay Canvasser,2,5
2,Same-Sex Marriage Script by Gay Canvasser,4,5
1,No Contact,2,2
1,No Contact,1,1
1,No Contact,4,1
1,No Contact,3,1
1,Recycling Script by Straight Canvasser,4,1
1,Recycling Script by Straight Canvasser,7,1
1,Recycling Script by Straight Canvasser,6,1
1,Recycling Script by Straight Canvasser,3,1
1,Recycling Script by Straight Canvasser,2,1
1,Recycling Script by Straight Canvasser,1,1
1,Recycling Script by Straight Canvasser,5,1
1,Recycling Script by Gay Canvasser,3,2
1,Recycling Script by Gay Canvasser,7,3
1,Recycling Script by Gay Canvasser,1,2
1,Recycling Script by Gay Canvasser,6,2
1,Recycling Script by Gay Canvasser,4,2
1,Recycling Script by Gay Canvasser,2,2
1,Recycling Script by Gay Canvasser,5,1
1,Recycling Script by Straight Canvasser,3,3
1,Recycling Script by Straight Canvasser,6,2
1,Recycling Script by Straight Canvasser,5,4
1,Recycling Script by Straight Canvasser,1,2
1,Recycling Script by Straight Canvasser,2,2
1,Recycling Script by Straight Canvasser,4,2
1,Same-Sex Marriage Script by Gay Canvasser,5,1
1,Same-Sex Marriage Script by Gay Canvasser,6,2
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Gay Canvasser,3,2
1,Same-Sex Marriage Script by Gay Canvasser,4,3
1,Same-Sex Marriage Script by Gay Canvasser,2,2
1,Same-Sex Marriage Script by Gay Canvasser,7,3
1,Recycling Script by Gay Canvasser,2,4
1,Recycling Script by Gay Canvasser,1,5
1,Recycling Script by Gay Canvasser,7,5
1,Recycling Script by Gay Canvasser,4,5
1,Recycling Script by Gay Canvasser,6,5
1,Recycling Script by Gay Canvasser,3,5
1,Recycling Script by Gay Canvasser,5,5
1,No Contact,5,5
1,No Contact,2,5
1,No Contact,1,4
1,No Contact,4,4
1,Recycling Script by Straight Canvasser,3,2
1,Recycling Script by Straight Canvasser,5,1
1,Recycling Script by Straight Canvasser,1,1
1,Recycling Script by Straight Canvasser,2,1
1,Recycling Script by Straight Canvasser,6,1
1,Recycling Script by Straight Canvasser,4,1
1,Recycling Script by Straight Canvasser,6,2
1,Recycling Script by Straight Canvasser,3,1
1,Recycling Script by Straight Canvasser,2,2
1,Recycling Script by Straight Canvasser,4,2
1,Recycling Script by Straight Canvasser,1,2
1,Recycling Script by Straight Canvasser,7,1
1,No Contact,5,3
1,No Contact,3,3
1,No Contact,1,3
1,No Contact,2,4
1,No Contact,4,3
1,No Contact,6,3
1,No Contact,7,3
1,Recycling Script by Straight Canvasser,3,4
1,Recycling Script by Straight Canvasser,6,4
1,Recycling Script by Straight Canvasser,7,3
1,Recycling Script by Straight Canvasser,5,4
1,Recycling Script by Straight Canvasser,1,4
1,Recycling Script by Straight Canvasser,2,4
1,Recycling Script by Straight Canvasser,4,4
1,Same-Sex Marriage Script by Straight Canvasser,5,2
1,Same-Sex Marriage Script by Straight Canvasser,3,2
1,Same-Sex Marriage Script by Straight Canvasser,4,2
1,Same-Sex Marriage Script by Straight Canvasser,1,2
1,No Contact,5,4
1,No Contact,7,2
1,No Contact,1,2
1,No Contact,4,3
1,No Contact,2,1
1,No Contact,6,2
1,No Contact,3,2
1,No Contact,2,4
1,No Contact,1,5
1,No Contact,5,5
1,No Contact,4,5
1,No Contact,3,4
1,No Contact,6,5
1,No Contact,7,3
2,Same-Sex Marriage Script by Gay Canvasser,4,1
2,Same-Sex Marriage Script by Gay Canvasser,7,1
2,Same-Sex Marriage Script by Gay Canvasser,2,1
2,Same-Sex Marriage Script by Gay Canvasser,3,1
2,Same-Sex Marriage Script by Gay Canvasser,1,1
2,Same-Sex Marriage Script by Gay Canvasser,3,1
2,Same-Sex Marriage Script by Gay Canvasser,1,1
2,Same-Sex Marriage Script by Gay Canvasser,4,1
2,No Contact,7,5
2,No Contact,2,5
2,No Contact,4,5
2,No Contact,1,5
1,Same-Sex Marriage Script by Gay Canvasser,6,1
1,Same-Sex Marriage Script by Gay Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Gay Canvasser,4,1
1,Same-Sex Marriage Script by Gay Canvasser,2,1
1,No Contact,2,1
1,No Contact,6,1
1,No Contact,4,1
1,No Contact,1,1
1,No Contact,7,1
1,No Contact,3,1
1,No Contact,4,2
1,No Contact,6,3
1,No Contact,1,3
1,No Contact,2,3
1,No Contact,5,4
1,No Contact,7,3
1,No Contact,3,3
1,No Contact,1,1
1,No Contact,6,1
1,No Contact,2,1
1,No Contact,3,1
1,No Contact,7,1
1,No Contact,5,1
1,No Contact,4,2
1,Same-Sex Marriage Script by Gay Canvasser,7,5
1,Same-Sex Marriage Script by Gay Canvasser,5,4
1,Same-Sex Marriage Script by Gay Canvasser,3,5
1,Same-Sex Marriage Script by Gay Canvasser,2,5
1,Same-Sex Marriage Script by Gay Canvasser,6,5
1,Same-Sex Marriage Script by Gay Canvasser,1,5
1,Same-Sex Marriage Script by Gay Canvasser,4,5
1,No Contact,2,2
1,No Contact,1,1
1,No Contact,3,1
1,No Contact,6,1
1,No Contact,4,1
1,No Contact,5,2
2,No Contact,1,1
2,No Contact,4,1
2,No Contact,3,1
2,No Contact,2,1
2,No Contact,7,1
1,No Contact,4,2
1,No Contact,1,1
1,No Contact,6,1
1,No Contact,7,1
1,No Contact,2,1
1,No Contact,5,2
1,No Contact,5,5
1,No Contact,6,5
1,No Contact,2,5
1,No Contact,7,5
1,No Contact,4,5
1,No Contact,3,5
1,No Contact,1,5
1,No Contact,7,5
1,No Contact,5,4
1,No Contact,3,5
1,No Contact,1,4
1,No Contact,4,4
1,No Contact,6,4
1,No Contact,2,4
2,Same-Sex Marriage Script by Gay Canvasser,4,4
2,Same-Sex Marriage Script by Gay Canvasser,7,4
2,Same-Sex Marriage Script by Gay Canvasser,1,4
2,Same-Sex Marriage Script by Gay Canvasser,3,4
2,Same-Sex Marriage Script by Gay Canvasser,2,4
2,No Contact,2,5
2,No Contact,1,5
2,No Contact,3,5
2,No Contact,7,5
2,No Contact,4,5
2,Same-Sex Marriage Script by Gay Canvasser,3,2
2,Same-Sex Marriage Script by Gay Canvasser,2,2
2,Same-Sex Marriage Script by Gay Canvasser,4,2
2,Same-Sex Marriage Script by Gay Canvasser,1,2
1,Recycling Script by Gay Canvasser,5,2
1,Recycling Script by Gay Canvasser,1,1
1,Recycling Script by Gay Canvasser,2,2
1,Recycling Script by Gay Canvasser,3,1
1,Recycling Script by Gay Canvasser,6,2
2,No Contact,2,3
2,No Contact,1,3
2,No Contact,3,2
1,Same-Sex Marriage Script by Straight Canvasser,1,5
1,Same-Sex Marriage Script by Straight Canvasser,5,4
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Same-Sex Marriage Script by Straight Canvasser,4,4
1,Recycling Script by Straight Canvasser,6,5
1,Recycling Script by Straight Canvasser,5,4
1,Recycling Script by Straight Canvasser,7,5
1,Recycling Script by Straight Canvasser,2,3
1,Recycling Script by Straight Canvasser,1,4
1,Recycling Script by Straight Canvasser,3,5
1,Recycling Script by Straight Canvasser,4,4
1,Recycling Script by Gay Canvasser,1,1
1,Recycling Script by Gay Canvasser,6,1
1,Recycling Script by Gay Canvasser,2,1
1,Recycling Script by Gay Canvasser,3,2
1,Recycling Script by Gay Canvasser,5,1
1,Recycling Script by Gay Canvasser,4,1
1,Same-Sex Marriage Script by Gay Canvasser,5,5
1,Same-Sex Marriage Script by Gay Canvasser,4,4
1,Same-Sex Marriage Script by Gay Canvasser,3,4
1,Same-Sex Marriage Script by Gay Canvasser,6,4
1,Same-Sex Marriage Script by Gay Canvasser,7,4
1,Same-Sex Marriage Script by Gay Canvasser,2,4
1,Same-Sex Marriage Script by Gay Canvasser,1,4
1,No Contact,6,4
1,No Contact,4,4
1,No Contact,3,5
1,No Contact,5,5
1,No Contact,1,4
1,No Contact,2,4
1,No Contact,7,4
1,No Contact,2,5
1,No Contact,6,5
1,No Contact,5,5
1,No Contact,4,3
1,No Contact,3,5
1,No Contact,1,5
1,Same-Sex Marriage Script by Straight Canvasser,7,4
1,Same-Sex Marriage Script by Straight Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,4,1
1,Same-Sex Marriage Script by Straight Canvasser,3,1
1,Same-Sex Marriage Script by Straight Canvasser,1,1
1,Same-Sex Marriage Script by Straight Canvasser,2,1
1,Same-Sex Marriage Script by Straight Canvasser,5,1
1,Recycling Script by Straight Canvasser,7,4
1,Recycling Script by Straight Canvasser,4,3
1,Recycling Script by Straight Canvasser,1,3
1,Recycling Script by Straight Canvasser,2,3
1,Recycling Script by Straight Canvasser,6,3
1,No Contact,7,5
1,No Contact,2,5
1,No Contact,4,5
1,No Contact,5,4
1,No Contact,1,5
1,No Contact,3,5
1,No Contact,6,5
1,Recycling Script by Straight Canvasser,3,5
1,Recycling Script by Straight Canvasser,5,5
1,Recycling Script by Straight Canvasser,1,5
1,Recycling Script by Straight Canvasser,2,5
1,Recycling Script by Straight Canvasser,6,5
1,Recycling Script by Straight Canvasser,4,5
1,Recycling Script by Straight Canvasser,3,5
1,Recycling Script by Straight Canvasser,2,4
1,Recycling Script by Straight Canvasser,4,4
1,Recycling Script by Straight Canvasser,6,5
1,Recycling Script by Straight Canvasser,7,5
1,Recycling Script by Straight Canvasser,1,5
1,Recycling Script by Straight Canvasser,5,5
1,No Contact,2,1
1,No Contact,1,1
1,No Contact,3,1
1,No Contact,6,1
1,No Contact,7,2
1,No Contact,4,1
1,Same-Sex Marriage Script by Straight Canvasser,7,4
1,Same-Sex Marriage Script by Straight Canvasser,2,4
1,Same-Sex Marriage Script by Straight Canvasser,6,4
1,Same-Sex Marriage Script by Straight Canvasser,1,4
1,Same-Sex Marriage Script by Straight Canvasser,4,3
1,Same-Sex Marriage Script by Straight Canvasser,3,4
1,Same-Sex Marriage Script by Straight Canvasser,5,4
2,Same-Sex Marriage Script by Gay Canvasser,3,4
2,Same-Sex Marriage Script by Gay Canvasser,7,5
2,Same-Sex Marriage Script by Gay Canvasser,1,5
2,Same-Sex Marriage Script by Gay Canvasser,2,5
2,Same-Sex Marriage Script by Gay Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,1,5
1,Same-Sex Marriage Script by Straight Canvasser,3,5
1,Same-Sex Marriage Script by Straight Canvasser,6,5
1,Same-Sex Marriage Script by Straight Canvasser,4,5
1,Same-Sex Marriage Script by Straight Canvasser,7,5
1,Same-Sex Marriage Script by Straight Canvasser,2,4
1,Same-Sex Marriage Script by Straight Canvasser,5,5
1,No Contact,4,2
1,No Contact,5,1
1,No Contact,2,2
1,No Contact,3,1
1,No Contact,1,1
1,Same-Sex Marriage Script by Gay Canvasser,6,1
1,Same-Sex Marriage Script by Gay Canvasser,2,1
1,Same-Sex Marriage Script by Gay Canvasser,5,1
1,Same-Sex Marriage Script by Gay Canvasser,4,1
1,Same-Sex Marriage Script by Gay Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,7,1
1,Same-Sex Marriage Script by Gay Canvasser,1,1
2,No Contact,2,5
2,No Contact,3,5
2,No Contact,1,5
2,No Contact,4,5
1,No Contact,1,2
1,No Contact,2,1
1,No Contact,4,2
1,No Contact,6,2
1,No Contact,5,2
1,No Contact,3,2
1,No Contact,7,2
1,Same-Sex Marriage Script by Gay Canvasser,1,1
1,Same-Sex Marriage Script by Gay Canvasser,6,1
1,Same-Sex Marriage Script by Gay Canvasser,5,1
1,Same-Sex Marriage Script by Gay Canvasser,4,1
1,Same-Sex Marriage Script by Gay Canvasser,7,1
1,Same-Sex Marriage Script by Gay Canvasser,3,1
1,Same-Sex Marriage Script by Gay Canvasser,2,1
1,No Contact,7,3
1,No Contact,6,3
1,No Contact,3,3
1,No Contact,2,3
1,No Contact,4,3
1,No Contact,5,3
1,No Contact,1,3
2,No Contact,3,5
2,No Contact,4,4
2,No Contact,1,5
2,No Contact,2,4
1,Same-Sex Marriage Script by Straight Canvasser,2,2
1,Same-Sex Marriage Script by Straight Canvasser,1,2
1,Same-Sex Marriage Script by Straight Canvasser,7,2
1,Same-Sex Marriage Script by Straight Canvasser,6,1
1,Same-Sex Marriage Script by Straight Canvasser,4,2
1,No Contact,7,4
1,No Contact,2,2
1,No Contact,5,1
1,No Contact,6,2
1,No Contact,1,2
1,No Contact,3,1
1,No Contact,1,1
1,No Contact,5,1
1,No Contact,2,2
1,No Contact,4,1
1,No Contact,6,1
1,No Contact,3,1
1,No Contact,7,2
1,Recycling Script by Straight Canvasser,2,4
1,Recycling Script by Straight Canvasser,5,4
1,Recycling Script by Straight Canvasser,1,4
1,Recycling Script by Straight Canvasser,6,4
1,Recycling Script by Straight Canvasser,7,5
1,Recycling Script by Straight Canvasser,3,4
1,Recycling Script by Straight Canvasser,4,4
2,No Contact,2,1
2,No Contact,1,2
2,No Contact,3,3
1,No Contact,7,5
1,No Contact,1,5
1,No Contact,3,4
1,No Contact,6,5
